,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,direction,from_stop_no,from_lat,from_long,to_lat,to_long,to_stop_no
247,7006,nency colony,magathane depot,3,15,down,9,19.237912,72.863431,19.221336,72.866122,0
248,7006,omkareshwar mandir,magathane depot,78,390,down,7,19.231425,72.862322,19.221336,72.866122,0
249,7006,ovale village,magathane depot,15,300,down,32,19.276025,72.959046,19.221336,72.866122,0
250,7006,patli pada,magathane depot,14,280,down,43,19.246131,72.975986,19.221336,72.866122,0
251,7006,thane station east,magathane depot,42,840,down,61,19.18517,72.97561,19.221336,72.866122,0
252,7006,transport corporation,magathane depot,18,180,down,18,19.269584,72.878662,19.221336,72.866122,0
253,7006,versova bridge,magathane depot,8,120,down,24,19.284969,72.904808,19.221336,72.866122,0
254,7006,waghbil,magathane depot,26,520,down,41,19.252563,72.972696,19.221336,72.866122,0
255,7006,western hotel laxmi baug,magathane depot,11,110,down,21,19.27639,72.888952,19.221336,72.866122,0
256,7006,anand nagar,majiwada,13,130,up,37,19.264687,72.967836,19.215632,72.97819,50
257,7006,bhayandar pada,majiwada,19,190,up,30,19.283685,72.952358,19.215632,72.97819,50
258,7006,borivali station east,majiwada,61,1220,up,5,19.227846,72.857949,19.215632,72.97819,50
259,7006,cadbury junction thane,majiwada,15,75,down,53,19.203952,72.968584,19.215632,72.97819,50
260,7006,dnyansadhana college kopari,majiwada,4,20,down,57,19.184195,72.96517,19.215632,72.97819,50
261,7006,gaimukh,majiwada,1,15,up,28,19.2854,72.936384,19.215632,72.97819,50
262,7006,gartan pada,majiwada,11,220,up,13,19.252261,72.867912,19.215632,72.97819,50
263,7006,golden chemicals,majiwada,6,120,up,15,19.263041,72.873794,19.215632,72.97819,50
264,7006,kajupada,majiwada,9,135,up,26,19.279093,72.922685,19.215632,72.97819,50
265,7006,kapur bawdi,majiwada,1,5,up,49,19.221197,72.977952,19.215632,72.97819,50
266,7006,louis wadi,majiwada,33,165,down,55,19.195812,72.962565,19.215632,72.97819,50
267,7006,magathane depot,majiwada,37,740,up,0,19.221336,72.866122,19.215632,72.97819,50
268,7006,manpada,majiwada,18,90,up,46,19.235236,72.976318,19.215632,72.97819,50
269,7006,marathon chowk teen hath naka,majiwada,49,245,down,56,19.187546,72.964029,19.215632,72.97819,50
270,7006,nency colony,majiwada,14,280,up,9,19.237912,72.863431,19.215632,72.97819,50
271,7006,omkareshwar mandir,majiwada,10,200,up,7,19.231425,72.862322,19.215632,72.97819,50
272,7006,ovale village,majiwada,26,260,up,32,19.276025,72.959046,19.215632,72.97819,50
273,7006,patli pada,majiwada,22,110,up,43,19.246131,72.975986,19.215632,72.97819,50
274,7006,thane station east,majiwada,77,770,down,61,19.18517,72.97561,19.215632,72.97819,50
275,7006,transport corporation,majiwada,2,40,up,18,19.269584,72.878662,19.215632,72.97819,50
276,7006,versova bridge,majiwada,15,300,up,24,19.284969,72.904808,19.215632,72.97819,50
